Date,Open,High,Low,Close,Volume
2021-11-05 09:30:00,6.86722636,7.43276264,6.05931737,7.27118085,5057054.79913306
2021-11-08 09:30:00,7.19038995,7.27118085,6.86722636,7.27118085,517873.92983309
2021-11-09 09:30:00,7.10959905,7.43276264,6.94801725,7.10959905,531169.98201887
2021-11-10 09:30:00,7.27118085,7.91750803,6.94801725,7.75592624,1146401.41331577
2021-11-11 09:30:00,7.91750803,8.24067163,7.59434444,7.75592624,1226645.6009162
2021-11-12 09:30:00,7.67513534,7.75592624,7.43276264,7.51355354,635098.76825779
2021-11-15 09:30:00,7.51355354,7.91750803,7.51355354,7.59434444,389608.24375459
2021-11-16 09:30:00,7.67513534,7.67513534,7.27118085,7.43276264,635661.95050919
2021-11-17 09:30:00,7.27118085,7.51355354,7.19038995,7.51355354,137740.76329709
2021-11-19 09:30:00,7.51355354,7.51355354,7.27118085,7.51355354,167200.76497961
2021-11-22 09:30:00,7.75592624,8.24067163,7.27118085,8.15988073,1479691.43193047
2021-11-23 09:30:00,8.15988073,8.80620792,7.99829893,8.56383522,3571419.62836475
2021-11-24 09:30:00,8.88699881,9.29095331,8.72541702,8.88699881,2212978.24075249
2021-11-25 09:30:00,9.12937151,9.21016241,8.72541702,8.96778971,1991007.69238354
2021-11-26 09:30:00,9.04858061,9.12937151,8.72541702,8.80620792,741149.08060419
2021-11-29 09:30:00,9.04858061,9.04858061,8.32146253,8.48304432,214656.60567991
2021-11-30 09:30:00,8.48304432,8.56383522,8.07908983,8.32146253,452970.57920814
2021-12-01 09:30:00,8.24067163,8.48304432,7.91750803,7.99829893,553448.48167366
2021-12-02 09:30:00,8.15988073,8.48304432,8.07908983,8.24067163,426608.69878991
2021-12-03 09:30:00,8.15988073,8.48304432,8.15988073,8.15988073,669481.3541465
2021-12-06 09:30:00,8.15988073,8.40225342,8.15988073,8.15988073,66644.88343313
2021-12-07 09:30:00,8.32146253,8.32146253,7.99829893,7.99829893,221766.31744262
2021-12-08 09:30:00,8.24067163,8.32146253,8.07908983,8.15988073,100756.39918324
2021-12-09 09:30:00,8.32146253,8.32146253,8.07908983,8.24067163,145452.02797009
2021-12-10 09:30:00,8.24067163,8.32146253,8.24067163,8.24067163,262733.80350153
2021-12-13 09:30:00,8.24067163,8.32146253,8.07908983,8.24067163,318440.57362562
2021-12-14 09:30:00,8.07908983,8.15988073,7.67513534,7.99829893,395304.42995446
2021-12-15 09:30:00,7.91750803,8.24067163,7.75592624,7.83671714,113981.89886719
2021-12-16 09:30:00,7.83671714,8.15988073,7.83671714,8.07908983,23373.92007784
2021-12-17 09:30:00,8.07908983,8.07908983,7.91750803,7.99829893,58194.67413576
2021-12-20 09:30:00,7.91750803,7.91750803,7.67513534,7.83671714,71451.11789946
2021-12-21 09:30:00,7.99829893,8.24067163,7.75592624,7.91750803,178093.08105062
2021-12-22 09:30:00,7.83671714,7.99829893,7.67513534,7.67513534,53171.8311112
2021-12-23 09:30:00,7.75592624,7.91750803,7.75592624,7.83671714,70515.36892791
2021-12-27 09:30:00,8.15988073,8.32146253,8.07908983,8.07908983,138156.65172889
2021-12-28 09:30:00,8.24067163,8.24067163,8.07908983,8.07908983,42789.47347442
2021-12-29 09:30:00,8.24067163,8.32146253,8.07908983,8.07908983,220446.8618822
2021-12-30 09:30:00,8.15988073,8.40225342,8.15988073,8.40225342,54335.32850969
2021-12-31 09:30:00,8.24067163,8.72541702,8.24067163,8.72541702,381635.81104853
2022-01-03 09:30:00,8.72541702,8.88699881,8.48304432,8.48304432,259827.53553167
2022-01-04 09:30:00,8.64462612,8.64462612,8.40225342,8.48304432,99360.20230505
2022-01-05 09:30:00,8.48304432,9.6949078,6.46327186,9.12937151,169081773.89507082
2022-01-06 09:30:00,9.3717442,10.50281678,9.04858061,9.3717442,4865441.6307593
2022-01-07 09:30:00,9.3717442,9.85648959,9.3717442,9.4525351,2620501.86891752
2022-01-10 09:30:00,9.533326,9.6949078,8.88699881,8.88699881,1299754.08372692
2022-01-11 09:30:00,8.88699881,9.12937151,8.48304432,8.88699881,500982.17558069
2022-01-12 09:30:00,8.96778971,9.29095331,8.64462612,8.72541702,639976.79298914
2022-01-13 09:30:00,9.29095331,9.77569869,9.12937151,9.533326,3198370.18056447
2022-01-18 09:30:00,11.0,11.0,8.9,9.4,23393479.0
2022-01-19 09:30:00,9.5,9.8,9.4,9.5,2772718.0
2022-01-20 09:30:00,9.5,9.5,9.2,9.3,544089.0
2022-01-21 09:30:00,9.4,9.4,9.1,9.3,471408.0
2022-01-24 09:30:00,9.2,9.4,9.0,9.0,381614.0
2022-01-25 09:30:00,9.2,9.4,8.7,9.0,641962.0
2022-01-26 09:30:00,9.1,9.1,8.7,8.8,499226.0
2022-01-27 09:30:00,9.0,10.8,9.0,9.9,14768673.0
2022-01-28 09:30:00,10.0,12.2,9.2,12.2,17936629.0
2022-01-31 09:30:00,13.9,13.9,11.7,12.7,13720784.0
