Date,Open,High,Low,Close,Volume
2022-06-22 09:30:00,7.8,7.8,6.5,7.4,37455.0
2022-06-23 09:30:00,7.4,7.4,6.5,6.8,10164.0
2022-06-27 09:30:00,7.8,7.8,7.7,7.7,7141.0
2022-06-28 09:30:00,7.7,7.9,7.7,7.9,16141.0
2022-06-29 09:30:00,7.8,7.9,7.8,7.9,15230.0
2022-06-30 09:30:00,7.9,7.9,7.5,7.8,9575.0
2022-07-04 09:30:00,7.8,7.8,7.3,7.3,1951.0
2022-07-06 09:30:00,7.3,7.3,7.3,7.3,250.0
2022-07-07 09:30:00,7.1,7.8,7.1,7.1,1889.0
2022-07-11 09:30:00,7.7,7.8,7.7,7.8,51.0
2022-07-14 09:30:00,7.8,7.8,7.1,7.4,4486.0
2022-07-18 09:30:00,7.4,7.4,7.4,7.4,1101.0
2022-07-19 09:30:00,7.4,7.5,7.4,7.5,1743.0
2022-07-20 09:30:00,7.8,7.8,7.8,7.8,6.0
2022-07-21 09:30:00,7.8,7.8,7.8,7.8,37.0
2022-07-25 09:30:00,7.7,7.7,7.7,7.7,400.0
2022-07-26 09:30:00,7.8,7.8,7.8,7.8,1.0
2022-07-27 09:30:00,7.5,7.5,7.5,7.5,200.0
2022-07-28 09:30:00,7.1,7.1,7.0,7.0,1800.0
2022-08-01 09:30:00,7.0,7.6,6.9,7.6,2764.0
2022-08-02 09:30:00,7.7,7.7,7.2,7.2,2445.0
2022-08-08 09:30:00,7.0,7.6,7.0,7.3,12679.0
2022-08-09 09:30:00,7.6,7.6,7.0,7.0,12840.0
2022-08-15 09:30:00,7.2,7.2,7.1,7.2,2938.0
2022-08-16 09:30:00,7.2,7.2,7.0,7.2,3417.0
2022-08-17 09:30:00,7.2,7.2,7.2,7.2,69.0
2022-08-18 09:30:00,7.1,7.8,7.1,7.8,19257.0
2022-08-22 09:30:00,7.2,7.2,7.2,7.2,14484.0
2022-08-23 09:30:00,7.2,7.2,7.0,7.2,11788.0
2022-08-24 09:30:00,7.8,7.8,7.1,7.8,2124.0
2022-08-25 09:30:00,7.5,7.5,7.4,7.5,1002.0
2022-08-29 09:30:00,7.1,7.7,7.1,7.1,1423.0
2022-08-30 09:30:00,7.7,7.7,7.7,7.7,1.0
2022-08-31 09:30:00,8.0,8.2,8.0,8.0,41781.0
2022-09-01 09:30:00,8.3,8.3,8.0,8.2,10628.0
2022-09-05 09:30:00,8.2,8.3,8.0,8.2,16537.0
2022-09-06 09:30:00,8.1,8.2,8.0,8.2,4585.0
2022-09-07 09:30:00,8.3,8.3,8.0,8.0,881.0
2022-09-08 09:30:00,8.0,8.2,8.0,8.2,1693.0
2022-09-12 09:30:00,8.1,8.1,8.0,8.0,6802.0
2022-09-13 09:30:00,7.9,8.0,7.9,7.9,10852.0
2022-09-14 09:30:00,8.0,8.0,7.8,8.0,46.0
2022-09-15 09:30:00,8.0,8.5,7.9,8.5,19599.0
2022-09-19 09:30:00,8.0,8.3,8.0,8.0,19564.0
2022-09-20 09:30:00,8.2,8.3,8.1,8.3,12716.0
2022-09-21 09:30:00,8.1,8.3,8.1,8.3,3210.0
2022-09-22 09:30:00,8.2,8.3,7.8,8.1,4555.0
2022-09-26 09:30:00,7.9,8.2,7.8,8.2,1001.0
2022-09-27 09:30:00,7.7,7.9,7.6,7.9,318.0
2022-09-28 09:30:00,7.9,7.9,7.1,7.3,7435.0
2022-09-29 09:30:00,7.4,7.6,7.4,7.6,2016.0
2022-10-03 09:30:00,7.5,7.7,7.3,7.7,1996.0
2022-10-04 09:30:00,7.9,7.9,7.2,7.2,2673.0
2022-10-05 09:30:00,7.9,7.9,7.9,7.9,40.0
2022-10-06 09:30:00,7.2,7.3,7.2,7.3,294.0
2022-10-11 09:30:00,7.2,7.2,7.0,7.0,3548.0
2022-10-12 09:30:00,7.1,7.1,7.0,7.0,2715.0
2022-10-13 09:30:00,7.6,7.8,7.6,7.8,730.0
2022-10-17 09:30:00,7.2,7.2,7.0,7.1,1400.0
2022-10-18 09:30:00,7.7,7.7,7.0,7.6,105.0
2022-10-19 09:30:00,7.0,7.5,6.5,7.5,5526.0
2022-10-20 09:30:00,7.5,7.5,6.8,6.8,127.0
2022-10-25 09:30:00,7.5,7.5,7.3,7.3,48.0
2022-10-26 09:30:00,7.4,7.4,7.3,7.3,5.0
2022-10-27 09:30:00,7.3,7.3,7.0,7.0,1482.0
2022-10-31 09:30:00,7.3,7.3,7.3,7.3,13.0
2022-11-02 09:30:00,7.3,7.3,7.2,7.2,602.0
2022-11-03 09:30:00,7.0,7.0,6.9,7.0,24428.0
2022-11-08 09:30:00,7.0,7.0,7.0,7.0,110.0
