Date,Open,High,Low,Close,Volume
2021-05-24 09:30:00,28.35,28.35,28.325,28.325,800.0
2021-05-25 09:30:00,28.35,28.35,28.3,28.3,170.0
2021-06-01 09:30:00,29.4,29.4,29.4,29.4,5000.0
2021-06-03 09:30:00,29.2,29.2,29.0,29.0,120.0
2021-06-07 09:30:00,28.6,28.6,28.5,28.5,5000.0
2021-06-08 09:30:00,28.875,28.875,28.0,28.0,1010.0
2021-06-09 09:30:00,29.0,29.0,28.0,28.0,9970.0
2021-06-10 09:30:00,28.2,28.25,28.0,28.1,8880.0
2021-06-11 09:30:00,28.15,28.9,28.0,28.0,7570.0
2021-06-14 09:30:00,28.1,28.1,28.0,28.0,4110.0
2021-06-15 09:30:00,28.0,28.025,28.0,28.025,1040.0
2021-06-16 09:30:00,28.5,28.5,28.0,28.45,5010.0
2021-06-17 09:30:00,28.0,28.2,28.0,28.2,560.0
2021-06-21 09:30:00,28.45,28.45,28.45,28.45,10.0
2021-06-22 09:30:00,28.475,28.9,28.475,28.9,6070.0
2021-06-25 09:30:00,28.9,28.9,28.175,28.175,210.0
2021-06-28 09:30:00,28.25,28.25,28.25,28.25,10.0
2021-06-29 09:30:00,28.875,28.875,28.875,28.875,100.0
2021-07-01 09:30:00,28.2,28.8,28.1,28.8,1030.0
2021-07-02 09:30:00,28.8,28.8,28.2,28.8,1340.0
2021-07-06 09:30:00,28.75,28.75,28.75,28.75,290.0
2021-07-07 09:30:00,28.6,28.6,28.6,28.6,450.0
2021-07-08 09:30:00,28.6,28.6,28.55,28.6,1660.0
2021-07-09 09:30:00,28.6,28.7,28.6,28.6,650.0
2021-07-12 09:30:00,28.5,28.5,28.2,28.2,870.0
2021-07-14 09:30:00,28.1,28.5,28.1,28.5,600.0
2021-07-15 09:30:00,28.4,28.6,28.4,28.6,4060.0
2021-07-20 09:30:00,28.6,28.6,28.5,28.5,2960.0
2021-07-22 09:30:00,28.6,28.6,28.45,28.5,1860.0
2021-07-26 09:30:00,28.475,28.475,28.475,28.475,700.0
2021-07-28 09:30:00,28.5,28.5,28.4,28.4,200.0
2021-07-29 09:30:00,28.4,28.4,28.4,28.4,150.0
2021-07-30 09:30:00,28.4,28.4,28.4,28.4,640.0
2021-08-02 09:30:00,28.3,28.3,28.3,28.3,500.0
