Date,Open,High,Low,Close,Volume
2021-09-07 09:30:00,31.23275094,31.33096812,30.83988711,31.23275094,43807.43661629
2021-09-08 09:30:00,30.93810332,31.33096812,30.74166993,30.83988711,58666.49230304
2021-09-09 09:30:00,31.23275094,31.33096812,30.93810332,30.93810332,22859.77239132
2021-09-10 09:30:00,31.03631952,31.33096812,30.93810332,30.93810332,8713.43007861
2021-09-13 09:30:00,30.93810332,31.33096812,30.44702231,30.44702231,47860.73939064
2021-09-14 09:30:00,31.33096812,31.33096812,30.93810332,31.33096812,32784.81520579
2021-09-15 09:30:00,31.33096812,31.33096812,30.74166993,31.03631952,69398.9375541
2021-09-16 09:30:00,31.23275094,31.23275094,30.83988711,31.03631952,8258.31168119
2021-09-17 09:30:00,31.33096812,31.33096812,30.54523851,31.23275094,9012.7696957
2021-09-21 09:30:00,31.23275094,31.23275094,31.03631952,31.03631952,3936.21414862
2021-09-22 09:30:00,31.33096812,31.33096812,31.1345367,31.23275094,5377.93148811
2021-09-23 09:30:00,31.23275094,31.23275094,30.44702231,30.44702231,14101.54318634
2021-09-24 09:30:00,31.03631952,31.23275094,31.03631952,31.23275094,4125.59227372
2021-09-27 09:30:00,31.03631952,31.03631952,30.74166993,31.03631952,22181.67652402
2021-09-28 09:30:00,31.1345367,31.42918432,30.83988711,31.33096812,14026.19920109
2021-09-29 09:30:00,31.23275094,31.33096812,30.44702231,31.33096812,20561.78084102
2021-09-30 09:30:00,31.33096812,31.33096812,31.03631952,31.03631952,13301.26788349
2021-10-01 09:30:00,31.1345367,33.09886072,31.1345367,31.72383194,38875.46006794
2021-10-04 09:30:00,31.92026533,32.31313209,31.52739856,31.92026533,109547.10007568
2021-10-05 09:30:00,32.31313209,32.60777971,31.42918432,31.52739856,19443.83900575
2021-10-06 09:30:00,32.50956057,32.50956057,31.42918432,32.31313209,6680.16063867
2021-10-07 09:30:00,32.31313209,32.31313209,32.11669871,32.21491295,46474.00279716
2021-10-08 09:30:00,32.21491295,32.31313209,32.21491295,32.31313209,26018.11080027
2021-10-11 09:30:00,32.31313209,33.39350834,32.31313209,32.90242734,55495.93595053
2021-10-12 09:30:00,32.8042131,33.2952941,32.11669871,32.8042131,17510.34943817
2021-10-13 09:30:00,32.70599395,32.90242734,31.42918432,32.41134633,51271.5819664
2021-10-14 09:30:00,32.41134633,32.41134633,32.11669871,32.41134633,21691.94061986
2021-10-15 09:30:00,32.41134633,32.70599395,32.31313209,32.41134633,11325.01551348
2021-10-18 09:30:00,32.41134633,32.8042131,32.41134633,32.41134633,9351.81762935
2021-10-21 09:30:00,32.31313209,32.70599395,32.21491295,32.31313209,6894.99281285
2021-10-22 09:30:00,32.31313209,32.70599395,32.31313209,32.60777971,7564.94338444
2021-10-25 09:30:00,32.70599395,32.8042131,32.41134633,32.70599395,6921.46502388
2021-10-26 09:30:00,32.8042131,32.90242734,32.50956057,32.60777971,12392.04925061
2021-10-27 09:30:00,32.60777971,32.60777971,32.31313209,32.41134633,30133.52145437
2021-10-28 09:30:00,32.41134633,32.41134633,32.21491295,32.41134633,128465.56750856
2021-10-29 09:30:00,32.41134633,32.41134633,31.92026533,32.31313209,30637.51162601
2021-11-01 09:30:00,32.41134633,32.41134633,31.92026533,32.21491295,3961.66819769
2021-11-02 09:30:00,32.31313209,32.31313209,32.21491295,32.31313209,4129.66492157
2021-11-03 09:30:00,32.31313209,32.41134633,32.21491295,32.21491295,13954.92786368
2021-11-05 09:30:00,32.21491295,32.41134633,31.6256177,32.21491295,10121.54807332
2021-11-08 09:30:00,32.01847956,32.41134633,30.93810332,32.31313209,65500.39539811
2021-11-09 09:30:00,31.42918432,31.92026533,30.93810332,31.82205109,53117.50960516
2021-11-10 09:30:00,31.23275094,31.82205109,30.93810332,31.1345367,210651.60115488
2021-11-11 09:30:00,31.92026533,31.92026533,31.33096812,31.33096812,30938.88756703
2021-11-12 09:30:00,31.92026533,31.92026533,30.93810332,31.33096812,124999.74418681
2021-11-15 09:30:00,30.93810332,31.33096812,30.93810332,30.93810332,48661.01469349
2021-11-16 09:30:00,30.93810332,32.41134633,30.93810332,31.42918432,22336.43714238
2021-11-17 09:30:00,31.33096812,31.92026533,30.93810332,31.33096812,25156.74577965
2021-11-19 09:30:00,31.1345367,31.92026533,30.93810332,30.93810332,32403.0044697
2021-11-22 09:30:00,31.92026533,31.92026533,31.03631952,31.03631952,1561.86045111
2021-11-23 09:30:00,30.93810332,30.93810332,30.64345569,30.93810332,8986.29748467
2021-11-24 09:30:00,30.93810332,31.33096812,30.74166993,30.93810332,48853.44730448
2021-11-25 09:30:00,31.42918432,31.42918432,30.25058893,30.34880611,64685.86582778
2021-11-26 09:30:00,30.44702231,31.23275094,30.34880611,30.93810332,36576.45035568
2021-11-29 09:30:00,30.44702231,30.93810332,30.05415751,30.83988711,39174.79968503
2021-11-30 09:30:00,30.93810332,30.93810332,29.95594131,30.44702231,60416.71271728
2021-12-01 09:30:00,30.44702231,32.41134633,30.05415751,31.92026533,139964.6887177
2021-12-02 09:30:00,31.92026533,32.41134633,30.93810332,32.41134633,78733.44643009
2021-12-03 09:30:00,32.41134633,32.41134633,30.93810332,31.92026533,84812.89151064
2021-12-06 09:30:00,32.41134633,32.41134633,30.44702231,30.44702231,38074.16660312
2021-12-07 09:30:00,31.42918432,32.31313209,30.93810332,32.31313209,19822.59525595
2021-12-08 09:30:00,32.31313209,32.31313209,30.74166993,31.92026533,8688.9941915
2021-12-09 09:30:00,32.31313209,32.31313209,31.23275094,31.92026533,7997.66221868
2021-12-10 09:30:00,31.82205109,32.31313209,31.42918432,31.92026533,123932.71044967
2021-12-13 09:30:00,31.92026533,31.92026533,31.1345367,31.42918432,59925.95865116
2021-12-14 09:30:00,32.31313209,32.41134633,30.74166993,31.52739856,52272.43517594
2021-12-15 09:30:00,32.21491295,32.21491295,31.03631952,31.42918432,20894.7198029
2021-12-16 09:30:00,31.92026533,31.92026533,31.23275094,31.72383194,20766.43139557
2021-12-17 09:30:00,31.72383194,31.72383194,30.44702231,30.64345569,54543.9545152
2021-12-20 09:30:00,31.42918432,31.82205109,30.93810332,31.42918432,7318.54818942
2021-12-21 09:30:00,31.03631952,31.42918432,30.25058893,31.42918432,35988.97090308
2021-12-22 09:30:00,31.42918432,31.6256177,30.54523851,31.03631952,5965.41094071
2021-12-23 09:30:00,31.03631952,32.70599395,31.03631952,31.6256177,241871.50142368
2021-12-27 09:30:00,32.90242734,33.2952941,32.70599395,32.70599395,90843.46481697
2021-12-28 09:30:00,32.70599395,33.2952941,31.6256177,32.41134633,54417.7024318
2021-12-29 09:30:00,32.70599395,33.39350834,32.70599395,33.2952941,112694.23870304
2021-12-30 09:30:00,33.39350834,33.39350834,32.41134633,33.2952941,82963.90938599
2021-12-31 09:30:00,33.39350834,33.78637511,33.00064157,33.68815596,579168.19649744
2022-01-03 09:30:00,33.78637511,40.75972342,33.78637511,37.51858976,575242.16396845
2022-01-04 09:30:00,38.20610415,38.30431839,35.84891337,36.14356099,139776.32875456
2022-01-05 09:30:00,37.22394214,42.72404744,36.24178013,39.77756141,1298805.07188422
2022-01-06 09:30:00,39.48291378,39.48291378,37.71502315,37.81323739,592229.17815769
2022-01-07 09:30:00,39.2864804,41.15259018,39.2864804,39.77756141,471025.14176862
2022-01-10 09:30:00,40.17042817,40.17042817,37.32215638,38.59896601,380573.66930737
2022-01-11 09:30:00,38.59896601,41.54545204,38.59896601,40.75972342,540209.24714854
