Date,Open,High,Low,Close,Volume
2021-09-03 09:30:00,10.6,10.7,10.1,10.2,5198043.0
2021-09-06 09:30:00,10.2,10.2,9.7,9.8,6493218.0
2021-09-07 09:30:00,9.8,9.9,8.9,9.3,10555727.0
2021-09-08 09:30:00,9.5,9.5,8.0,8.3,9062608.0
2021-09-09 09:30:00,8.4,9.2,8.2,9.0,9947344.0
2021-09-10 09:30:00,9.2,9.2,8.4,8.7,3524158.0
2021-09-13 09:30:00,8.5,8.6,7.9,8.0,2967620.0
2021-09-14 09:30:00,8.2,8.5,8.0,8.2,3122580.0
2021-09-15 09:30:00,8.4,8.8,8.0,8.8,58222197.0
2021-09-16 09:30:00,8.5,9.1,8.4,8.6,21525061.0
2021-09-17 09:30:00,8.4,8.7,8.3,8.4,2646708.0
2021-09-21 09:30:00,8.3,8.4,8.1,8.3,2334464.0
2021-09-22 09:30:00,8.3,8.4,8.0,8.2,1811871.0
2021-09-23 09:30:00,8.3,8.4,8.1,8.1,1584098.0
2021-09-24 09:30:00,8.1,8.4,8.1,8.3,1990907.0
2021-09-27 09:30:00,9.0,10.0,8.9,9.9,43703065.0
2021-09-28 09:30:00,10.2,10.4,9.6,9.8,37443724.0
2021-09-29 09:30:00,9.9,9.9,9.3,9.4,13371299.0
2021-09-30 09:30:00,9.5,9.7,9.3,9.6,5156451.0
2021-10-01 09:30:00,9.6,9.7,9.3,9.4,4350845.0
2021-10-04 09:30:00,9.4,9.7,9.2,9.6,4780836.0
2021-10-05 09:30:00,9.6,9.8,9.4,9.5,4147504.0
2021-10-06 09:30:00,9.6,9.6,9.3,9.5,1843839.0
2021-10-07 09:30:00,9.5,9.5,9.3,9.4,2457820.0
2021-10-08 09:30:00,9.5,9.7,9.3,9.5,2064324.0
2021-10-11 09:30:00,9.6,9.6,9.3,9.5,765656.0
2021-10-12 09:30:00,9.4,9.6,9.4,9.5,1727010.0
2021-10-13 09:30:00,9.5,9.5,9.1,9.2,3058142.0
2021-10-14 09:30:00,9.3,9.5,9.2,9.4,1076712.0
2021-10-15 09:30:00,9.5,9.5,9.2,9.4,902224.0
2021-10-18 09:30:00,9.4,9.8,9.3,9.7,6077569.0
2021-10-21 09:30:00,9.8,10.3,9.8,10.1,14981332.0
2021-10-22 09:30:00,10.3,10.3,9.7,9.8,5869802.0
2021-10-25 09:30:00,9.8,9.8,9.4,9.5,2988655.0
2021-10-26 09:30:00,9.6,9.7,9.4,9.7,3197373.0
2021-10-27 09:30:00,9.7,9.7,9.5,9.6,1635157.0
2021-10-28 09:30:00,9.6,9.6,9.4,9.5,1063874.0
2021-10-29 09:30:00,9.5,9.6,9.2,9.5,3495214.0
2021-11-01 09:30:00,9.4,9.6,9.3,9.4,1902408.0
2021-11-02 09:30:00,9.4,10.0,9.3,10.0,8562881.0
2021-11-03 09:30:00,10.0,10.9,10.0,10.2,31820674.0
2021-11-05 09:30:00,10.5,12.8,10.3,12.8,86141805.0
2021-11-08 09:30:00,14.0,21.5,13.6,21.5,182412874.0
2021-11-09 09:30:00,24.700001,31.299999,16.6,17.1,160270322.0
2021-11-10 09:30:00,18.1,22.5,17.5,20.200001,39826961.0
2021-11-11 09:30:00,20.5,30.0,20.299999,24.9,80232941.0
2021-11-12 09:30:00,26.0,27.5,25.0,26.1,51597533.0
2021-11-15 09:30:00,24.1,32.0,23.0,31.799999,74657958.0
2021-11-16 09:30:00,33.5,37.700001,32.700001,37.700001,101267969.0
2021-11-17 09:30:00,39.799999,39.900002,32.900002,35.400002,95795137.0
2021-11-19 09:30:00,35.5,36.0,19.0,27.9,91203449.0
2021-11-22 09:30:00,23.0,29.4,22.0,27.4,90745232.0
2021-11-23 09:30:00,29.0,29.0,25.5,26.4,20119931.0
2021-11-24 09:30:00,26.5,26.799999,24.0,24.299999,14498304.0
2021-11-25 09:30:00,24.299999,25.799999,22.5,24.299999,13873174.0
2021-11-26 09:30:00,25.0,27.799999,25.0,27.1,14289200.0
