Date,Open,High,Low,Close,Volume
2021-09-27 09:30:00,3.6,24.0,3.6,15.8,3939525.0
2021-09-28 09:30:00,17.4,17.799999,12.5,13.0,1129624.0
2021-09-29 09:30:00,13.0,13.5,12.0,13.0,264265.0
2021-09-30 09:30:00,13.9,18.799999,13.4,18.6,1451074.0
2021-10-01 09:30:00,18.6,20.0,13.7,14.0,21905469.0
2021-10-04 09:30:00,14.0,14.1,13.4,13.9,1298677.0
2021-10-05 09:30:00,13.9,13.9,12.8,13.4,1384218.0
2021-10-06 09:30:00,13.5,14.3,13.4,14.2,1824399.0
2021-10-07 09:30:00,14.3,14.3,13.7,13.9,410341.0
2021-10-08 09:30:00,13.9,14.1,13.7,13.9,287604.0
2021-10-11 09:30:00,13.9,14.1,13.8,13.9,136605.0
2021-10-12 09:30:00,14.0,14.0,13.4,13.5,332577.0
2021-10-13 09:30:00,13.4,13.5,13.2,13.2,238069.0
2021-10-14 09:30:00,13.3,13.9,13.1,13.3,169116.0
2021-10-15 09:30:00,13.5,13.6,13.1,13.1,94251.0
2021-10-18 09:30:00,13.3,13.6,13.0,13.2,150449.0
2021-10-21 09:30:00,13.2,13.4,12.7,12.8,129453.0
2021-10-22 09:30:00,13.5,13.5,12.4,12.5,296767.0
2021-10-25 09:30:00,12.8,12.8,12.0,12.0,569812.0
2021-10-26 09:30:00,12.3,13.9,11.9,13.0,996376.0
2021-10-27 09:30:00,13.4,13.6,12.0,13.1,6868342.0
2021-10-28 09:30:00,13.2,13.6,12.9,13.0,1158787.0
2021-10-29 09:30:00,13.0,13.4,13.0,13.0,854212.0
2021-11-01 09:30:00,13.3,13.3,12.5,12.5,258250.0
2021-11-02 09:30:00,12.8,13.0,12.5,12.9,152685.0
2021-11-03 09:30:00,12.9,12.9,12.1,12.6,478310.0
2021-11-05 09:30:00,12.6,12.6,11.8,12.1,551800.0
2021-11-08 09:30:00,12.0,12.9,11.8,12.9,432865.0
2021-11-09 09:30:00,13.0,13.5,12.7,13.0,519191.0
2021-11-10 09:30:00,12.8,15.6,12.5,14.5,4993573.0
2021-11-11 09:30:00,14.8,15.5,14.0,14.1,2517138.0
2021-11-12 09:30:00,15.0,15.1,13.8,14.1,1212978.0
